,,
19822,The Wandering Jew· Book II.,Eugene Sue
19823,The Book of Susan,Lee Wilson Dodd
19824,The Little Schoolmaster Mark,J. H. Shorthouse
19825,Henry Wadsworth Longfellow,Thomas Wentworth Higginson
19826,Geography and Plays,Gertrude Stein
19827,Wit and Mirth: or Pills to Purge Melancholy· Volume VI,Various
19828,Nature's Miracles· Volume 1,Elisha Gray
19829,Bee and Butterfly,Lucy Foster Madison
19830,The Ranch Girls at Rainbow Lodge,Margaret Vandercook
19831,The Wandering Jew· Book III.,Eugene Sue
19832,A-Birding on a Bronco,Florence A. Merriam
19833,A Critical History of Greek Philosophy,W. T. Stace
19834,Observations on the Mississippi Kite in Southwestern Kansas,Henry S. Fitch
19835,Pandora's Box,Frank Wedekind
19836,Rambles in Womanland,Max O'Rell
19837,Later Poems,Bliss Carman
19838,Evacuation Day· 1783,James Riker
19839,The Wandering Jew· Book IV.,Eugene Sue
19840,The Expositor's Bible: The Book of Exodus,G. A. Chadwick
19841,The Speech of Monkeys,R. L. Garner
19842,A Man in the Open,Roger Pocock
19843,Instruction book on ring spinning,Francis L. Lincoln
19844,The Crimson Sweater,Ralph Henry Barbour
19845,Reminiscences of the Great Mutiny 1857-59,William Forbes-Mitchell
19846,Encyclopaedia Britannica· 11th Edition· Volume 5· Slice 8,Various
19847,Stevensoniana,Various
19848,The Philosophy of the Weather,Thomas Belden Butler
19849,The Wandering Jew· Book V.,Eugene Sue
19850,Mosada,William Butler Yeats
19851,The Dangerous Classes of New York,Charles Loring Brace
19852,Mr. Munchausen,John Kendrick Bangs
19853,Sketches of Aboriginal Life,V. V. Vide
19854,The Squirrels and other animals,George E. Waring
19855,The Dramatic Works of G. E. Lessing,Gotthold Ephraim Lessing
19856,The Irish Ecclesiastical Record· Volume 1· December 1864,Various
19857,Cyclopedia of Telephony and Telegraphy· Vol. 2,Kempster Miller
19858,Sea-Hounds,Lewis R. Freeman
19859,A Reading Book in Irish History,P. W. Joyce
19860,The Wandering Jew· Book VI.,Eugene Sue
19861,The Man of Taste,James Bramston
19862,Cruise of the Revenue-Steamer Corwin in Alaska and the N.W. Arctic Ocean in 1881: Botatical Notes,John Muir
19863,Sulamith: A Romance of Antiquity,Alexandre Kuprin
19864,Naval Warfare,James R. Thursfield
19865,Lace Curtain Cleaning,Mrs. Albert Leigh
19866,The Pencil of Nature,William Henry Fox Talbot
19867,Saint Bonaventure,Rev. Fr. Laurence Costelloe· O.F.M.
19868,Conduct of Sir William Howe,Israel Mauduit
19869,The Wandering Jew· Book VII.,Eugene Sue
19870,Journal of a Trip to California,Charles W. Smith
19871,The Atlantic Monthly· Volume 20· No. 119· September· 1867,Various
19872,Harper's New Monthly Magazine· No. V· October· 1850· Volume I.,
19873,A Traitor's Wooing,Headon Hill
19874,To Cuba and Back,Richard Henry Dana
19875,An Address to a Wealthy Libertine,James Parkerson
19876,An Elogy to the Memory of the late Wm. Palgrave· Esq.,James Parkerson
19877,The Captain of the Gray-Horse Troop,Hamlin Garland
19878,Punch· or the London Charivari. Volume 93. August 27· 1887,Various
19879,The Wandering Jew· Book VIII.,Eugene Sue
19880,Booknology: The eBook (1971-2010),Marie Lebert
19881,Roses and Rose Growing,Rose Georgina Kingsley
19882,Little Miss Joy,Emma Marshall
19883,The Social Gangster,Arthur B. Reeve
19884,Narrative of a Second Expedition to the Shores of the Polar Sea,John Franklin
19885,Roland Cashel,Charles James Lever
19886,Roland Cashel,Charles James Lever
19887,The Wandering Jew· Book IX.,Eugene Sue
19888,The Forge in the Forest,Charles G. D. Roberts
19889,Stories and Ballads of the Far Past,Nora Kershaw
19890,With the World's Great Travellers· Volume 2,Various
19891,Memoranda on Tours· Touraine and Central France.,J. H. Holdsworth
19892,The Broken Gate,Emerson Hough
19893,The Auto Boys' Vacation,James A. Braden
19894,Encyclopaedia Britannica· 11th Edition· Volume 5· Appendix,Various
19895,Horse-Shoe Robinson,John Pendleton Kennedy
19896,The Opium Monopoly,Ellen Newbold La Motte
19897,The Wandering Jew· Book X.,Eugene Sue
19898,Under Fire For Servia,Colonel James Fiske
19899,The Guns of Europe,Joseph A. Altsheler
19900,The Furnace,Rose Macaulay
19901,The Eruption of Vesuvius in 1872,Luigi Palmieri
19902,Valeria,William Henry Withrow
19903,Village Life in China,Arthur H. Smith
19904,Songs of the Silent World,Elizabeth Stuart Phelps
19905,Barbarossa; An Historical Novel of the XII Century.,Conrad von Bolanden
19906,Punch· or the London Charivari· Vol. 98· June 21 1890,Various
19907,The Wandering Jew· Book XI.,Eugene Sue
19908,The Gambler,Katherine Cecil Thurston
19909,The Christian Use of the Psalter,A. R. Whitham
19910,The Library and Society,Various
19911,Scenes and Adventures in Affghanistan,William Taylor
19912,From Xylographs to Lead Molds; A.D. 1440-A.D. 1921,H. C. Forster
19913,Bransford of Rainbow Range,Eugene Manlove Rhodes
19914,Stories That End Well,Octave Thanet
19915,Frances Waldeaux,Rebecca Harding Davis
19916,The Wandering Jew· Complete,Eugene Sue
19917,Ayala's Angel,Anthony Trollope
19918,The Book of Gud,Dan Spain
19919,My Knitting Book,Miss Lambert
19920,The Sweating Sickness,John Caius
19921,Opticks,Isaac Newton
19922,The Trembling of the Veil,William Butler Yeats
19923,The Death-Blow to Spiritualism,Reuben Briggs Davenport
19924,The Mammals of Washtenaw County· Michigan,Norman Wood
19925,A New Subspecies of Lizard· Cnemidophorus sacki· from Michoacan· Mexico,William E. Duellman
19926,Taxonomic Status of Some Mice of The Peromyscus boylii Group in Eastern Mexico· With Description of a New Subspecies,Ticul Alvarez
19927,Letters to His Son· 1746-1747,The Earl of Chesterfield
19928,Stories for Helen,Eliza Leslie
19929,Tales of Passed Times,Charles Perrault
19930,Hard Pressed,Fred M. White
19931,The Frightened Planet,Sidney Austen
19932,A Mechanico-Physiological Theory of Organic Evolution,Carl Von Naegeli
19933,Misread Passage of Scriptures,J. Baldwin Brown
19934,Abandoned,Jules Verne
19935,Little Frankie on a Journey,Madeline Leslie
19936,The Nest· The White Pagoda· The Suicide· A Forsaken Temple· Miss Jones and The Masterpiece,Anne Douglas Sedgwick
19937,Letters to His Son· 1748,The Earl of Chesterfield
19938,Wondrous Love,Dwight Moody
19939,Little Frankie at His Plays,Madeline Leslie
19940,Little Frankie and His Cousin,Madeline Leslie
19941,Little Frankie at School,Madeline Leslie
19942,The Belief in Immortality and the Worship of the Dead,James George Frazer
19943,Stories from Tagore,Rabindranath Tagore
19944,Punch· or the London Charivari· Vol. 98· June 28 1890,Various
19945,Whales· Dolphins· and Porpoises of the Western North Atlantic,Stephen Leatherwood
19946,With Edge Tools,Hobart Chatfield-Taylor
19947,The Return of Tharn,Howard Carleton Browne
19948,Letters to His Son· 1749,The Earl of Chesterfield
19949,Dorothy Dale at Glenwood School,Margaret Penrose
19950,The Subspecies of the Mountain Chickadee,Joseph Grinnell
19951,The Camp Fire Girls Behind the Lines,Margaret O'Bannon Womack  Vandercook
19952,The Convict's Farewell,James Parkerson
19953,The Development of Armor-piercing Shells,Carlos de Zafra
19954,A report of Major Hart's case· of rice-frauds· near Seringapatam,W. H. Inglis
19955,Life on the Stage,Clara Morris
19956,A Bed of Roses,W. L. George
19957,Letters to His Son· 1750,The Earl of Chesterfield
19958,View of the State of Europe during the Middle Ages· Vol. 3 (of 3),Henry Hallam
19959,The New Gulliver and Other Stories,Barry Pain
19960,The Amphibians and Reptiles of Michoacan· Mexico,William E. Duellman
19961,Carrots:,Mrs. Molesworth
19962,Food of the Crow· Corvus brachyrhynchos Brehm· in South-central Kansas,Dwight Platt
19963,The Missioner,E. Phillips Oppenheim
19964,The Grey Fairy Book,Andrew Lang
19965,Underground Man,Gabriel Tarde
19966,Letters to His Son· 1751,The Earl of Chesterfield
19967,Encyclopaedia Britannica· 11th Edition· Volume 4· Slice 1,Various
19968,Memorandum to the Government of the United States on the Recognition of the Ukrainian People's Republic,Julian Batchinsky
19969,Acanthus and Wild Grape,F. O. Call
19970,In a Belgian Garden,F. O. Call
19971,Nancy of Paradise Cottage,Shirley Watkins
19972,On Strike Till 3,Grant Balfour
19973,The Fortunes Of Glencore,Charles James Lever
19974,The Moonlit Way,Robert W. Chambers
19975,Thoracic and Coracoid Arteries In Two Families of Birds· Columbidae and Hirundinidae,Marion Anne Jenkinson
19976,At the Fall of Port Arthur,Edward Stratemeyer
19977,Letters to His Son· 1752,The Earl of Chesterfield
19978,A New Genus of Pennsylvania Fish (Crossoperygii· Coelacanthiformes) from Kansas,Joan Echols
19979,John Bull· Junior,Max O'Rell
19980,The Bachelors,William Dana Orcutt
19981,Ecological Observations on the Woodrat· Neotoma floridana,Henry S. Fitch
19982,Janet Hardy in Radio City,Ruthe S. Wheeler
19983,History of the War Between Mexico and the United States· with a Preliminary View of its Origin· Volume 1,Brantz Mayer
19984,Kastle Krags,Absalom Martin
19985,Letters to His Son· 1753-1754,The Earl of Chesterfield
19986,Bill the Minder,W. Heath Robinson
19987,The Green Fairy Book,Various
19988,The Progressionists· and Angela.,Conrad von Bolanden
19989,A Field Study of the Kansas Ant-Eating Frog· Gastrophryne olivacea,Henry S. Fitch
19990,The Comedies of Carlo Goldoni,Carlo Goldoni
19991,Ticknor and Company Book Catalog (1887),Ticknor and Company
19992,Comments on the Taxonomy and Geographic Distribution of Some North American Rodents,E. Raymond Hall
19993,Last Words,Stephen Crane
19994,Letters to His Son· 1756-1758,The Earl of Chesterfield
19995,Rhyme? And Reason?,Lewis Carroll
19996,L'Arrabiata and Other Tales,Paul Heyse
19997,Women as World Builders,Floyd Dell
19998,Reply of the Philadelphia Brigade Association to the Foolish and Absurd Narrative of Lieutenant Frank A. Haskell,Various
19999,Drugging a Nation,Samuel Merwin
20000,Six Thousand Country Churches,Charles Otis Gill
20001,Architecture,Nancy R E Meugens Bell
20002,Letters to His Son· 1759-1765,The Earl of Chesterfield
20003,Wait and Hope,Horatio Alger
20004,Orchids,James O'Brien
20005,Eneas Africanus,Harry Stillwell Edwards
20006,Mary· Help of Christians,Various
20007,Our Admirable Betty,Jeffery Farnol
20008,A Rose of a Hundred Leaves,Amelia Edith Huddleston Barr
20009,Indian Heroes and Great Chieftains,[AKA Ohiyesa]· Charles A. Eastman
20010,Letters to His Son· 1766-1771,The Earl of Chesterfield
20011,Punch· or the London Charivari. Volume 93· September 10· 1887,Various
20012,The Master's Violin,Myrtle Reed
20013,The Firebrand,S. R. Crockett
20014,Tony Butler,Charles James Lever
20015,The Girl Aviators and the Phantom Airship,Margaret Burnham
20016,The Fairy School of Castle Frank,Grant Balfour
20017,The Mother of St. Nicholas,Grant Balfour
20018,Bride Roses,W. D. Howells
20019,Marguerite de Valois,Alexandre Dumas
20020,The PG Edition of Chesterfield's Letters to His Son,The Earl of Chesterfield
20021,Pharos· The Egyptian,Guy Newell Boothby
20022,The Land of Strong Men,Arthur M. Chisholm
20023,Stories of London,E. L. Hoskyn
20024,Encyclopaedia Britannica· 11th Edition· Volume 4· Slice 2,Various
20025,Three Young Ranchmen,Ralph Bonehill
20026,The Way of the Gods,John Luther Long
20027,Pioneering in Cuba,James Meade Adams
20028,The Branding Needle· or The Monastery of Charolles,Eug�ne Sue
20029,Maori and Settler,G. A. Henty
20030,The Kentons,William Dean Howells
20031,A Flight in Spring,J. Harris Knowles
20032,Battle of Fort George,Ernest Cruikshank
20033,The Day of Wrath,Louis Tracy
20034,The Inventions of the Idiot,John Kendrick Bangs
20035,Library of the World's Best Literature· Ancient and Modern· Vol. 16,Various
20036,My First Campaign,J. W. Grant
20037,The Career of Leonard Wood,Joseph Hamblen Sears
20038,Frederick Hale,Anonymous
20039,Emma Goldman,Charles A. Madison
20040,The Autobiography of a Monkey,Albert Bigelow Paine
20041,Fennel and Rue,William Dean Howells
20042,Geological Report on Asbestos and its Indications· in the Province of Quebec· Canada,Lucius J. Boyd
20043,The Story of a Strange Career,Anonymous
20044,The Night Operator,Frank L. Packard
20045,The Great Discovery,Norman Maclean
20046,Stand Up· Ye Dead,Norman Maclean
20047,Victory out of Ruin,Norman Maclean
20048,Constitution of the State of North Carolina and Copy of the Act of the General Assembly Entitled An Act to Amend the Constitution of the State of North Carolina,North Carolina
20049,The Subspecific Status of Two Central American Sloths,E. Raymond Hall
20050,Earth Alert!,Kris Neville
20051,In the Day of Adversity,John Bloundelle-Burton
20052,The Secret of the Ninth Planet,Donald Allen Wollheim
20053,The Man Who Couldn't Sleep,Arthur Stringer
20054,The Arena,Various
20055,Alida,Amelia Stratton Comfield
20056,The Mammals of Warren Woods· Berrien County· Michigan,Lee Raymond Dice
20057,Thoughts and Counsels of the Saints for Every Day of the Year,Various
20058,Their Wedding Journey,William Dean Howells
20059,New West Indian Spiders,Nathan Banks
20060,The Shadow of a Man,E. W. Hornung
20061,Dinners and Luncheons,Paul Pierce
20062,A New Pocket Gopher (Genus Thomomys) From Wyoming and Colorado,E. Raymond Hall
20063,The Old English Herbals,Eleanour Sinclair Rohde
20064,The Ranch Girls' Pot of Gold,Margaret Vandercook
20065,Cinderella Jane,Marjorie Benton Cooke
20066,A History of English Poetry: an Unpublished Continuation,Thomas Warton
20067,Mammals of Northwestern South Dakota,Kenneth W. Andersen
20068,A Hazard of New Fortunes· Part First,William Dean Howells
20069,The Year When Stardust Fell,Raymond F. Jones
20070,The Affecting Case of the Unfortunate Thomas Daniels,Thomas Daniels
20071,A Republic Without a President and Other Stories,Herbert Ward
20072,Norine's Revenge; Sir Noel's Heir,May Agnes Fleming
20073,The Preliminaries,Cornelia A. P. Comer
20074,A Captured Santa Claus,Thomas Nelson Page
20075,Two Prisoners,Thomas Nelson Page
20076,Springtime and Other Essays,Francis Darwin
20077,Punch· or the London Charivari· Volume 93. August 6· 1887.,Various
20078,A Hazard of New Fortunes· Part Second,William Dean Howells
20079,Maxims and Reflections,Johann Wolfgang von Goethe
20080,Mary· the Help of Christians,Bonaventure Hammer
20081,The Essential Faith of the Universal Church,Harriet Martineau
20082,The King of the Golden River or the Black Brothers,John Ruskin
20083,Sonnets from the Patagonian,Donald Evans
20084,General Catholic Devotions,Bonaventure Hammer
20085,The Sources Of Religious Insight,Josiah Royce
20086,Reasonableness of Catholic Ceremonies and Practices,John J. Burke
20087,Seeds of Michigan Weeds,W. J. (William James) Beal
20088,A Hazard of New Fortunes· Part Third,William Dean Howells
20089,Highway Pirates,Harold Avery
20090,Poems of the Great War,Various
20091,Old Coloured Books,George Paston
20092,Magnhild Dust,Bjornstjerne  Bjornson
20093,On the Trail of Deserters,Captain Robert Goldthwaite Carter
20094,Punch· or the London Charivari· Vol. 98· April 26 1890,Various
20095,Accolon of Gaul,Madison J. Cawein
20096,Illustrative Anecdotes of the Animal Kingdom,Samuel Griswold Goodrich
20097,Tales of the Wonder Club,M. Y. Halidom (pseud. Dryasdust)
20098,Oscar Wilde: Art and Morality,
20099,A Hazard of New Fortunes· Part Fourth,William Dean Howells
20100,Sandman Time,Ilsien Nathalie Gaylord
20101,Tales from  Blackwood·  Volume 3,Various
20102,X Y Z,Anna Katharine Green
20103,The Alternative: A Separate Nationality· or The Africanization of the South,William Henry Holcombe
20104,The Children of the World,Paul Heyse
20105,Encyclopaedia Britannica· 11th Edition· Volume 4· Slice 3,Various
20106,Indian Boyhood,[AKA Ohiyesa]· Charles A. Eastman
20107,A Hazard of New Fortunes· Part Fifth,William Dean Howells
20108,The Modern Woman's Rights Movement,Kaethe Schirmacher
20109,Fraternal Charity,Rev. Father Valuy
20110,The Story of Sir Launcelot and His Companions,Howard Pyle
20111,Olof Krarer· The Esquimaux Lady,Olof Krarer
20112,In Paradise,Paul Heyse
20113,In Paradise,Paul Heyse
20114,The Future of Road-making in America,Archer Butler Hulbert
20115,Yiddish Tales,Various
20116,The Irish Ecclesiastical Record· Volume 1· August 1865,Society of Clergymen
20117,Their Silver Wedding Journey· Part I.,William Dean Howells
20118,Comments on the Taxonomy and Geographic Distribution of Some North American Marsupials· Insectivores and Carnivores,E. Raymond Hall
20119,The Life of Yakoob Beg,Demetrius Boulger
20120,Alice Cogswell Bemis,Anonymous
20121,The Wreckers of Sable Island,J. Macdonald Oxley
20122,The Cottage of Delight,Will N. Harben
20123,Manners and Rules of Good Society,Anonymous
20124,Punch· or the London Charivari· Vol. 93. September 17· 1887,Various
20125,Reminiscences of service with the Twelfth Rhode Island Volunteers· and a memorial of Col. George H. Browne,Pardon E. Tillinghast
20126,Their Silver Wedding Journey· Part II.,William Dean Howells
20127,Donalblane of Darien,J. Macdonald Oxley
20128,Phiz' (Hablot Knight Browne)· a Memoir.,Fred. G. Kitton
20129,Rambles in an Old City,S. S. Madders
20130,Unexplored!,Allen Chaffee
20131,Creative Intelligence,John Dewey· Addison W. Moore· Harold Chapman Brown· George H. Mead· Boyd H. Bode· Henry Waldgrave· Stuart James· Hayden Tufts· Horace M. Kallen
20132,Believe You Me!,Nina Wilcox Putnam
20133,The Lost Temples of Xantoos,Howell Calhoun
20134,Their Silver Wedding Journey· Part III.,William Dean Howells
20135,Lycanthropus,C. Edgar Bolen
20136,The Span o' Life,William McLennan
20137,Sketches in Verse,James Parkerson
20138,The Guarded Heights,Wadsworth Camp
20139,Pamela Censured,Anonymous
20140,The Tempering,Charles Neville Buck
20141,The Curtezan unmasked,Annonymous (a Spiritual Physician)
20142,Cuba,Arthur D. Hall
20143,Ti-Ti-Pu,J. Macdonald Oxley
20144,The Acquisitive Society,R. H. Tawney
20145,Dialogues on the Supersensual Life,Jacob Behmen
20146,The History and Antiquities of the Doric Race· Vol. 1 of 2,Karl Otfried Mueller
20147,An Engagement of Convenience,Louis Zangwill
20148,The Kitchen Encyclopedia,Anonymous
20149,The Landlord at Lion's Head· Volume 1,William Dean Howells
20150,Encyclopaedia Britannica· 11th Edition· Volume 4· Slice 4,Various
20151,A Treatise on Etching,Maxime Lalanne
20152,In Paths of Peril,J. Macdonald Oxley
20153,Terry's Trials and Triumphs,J. Macdonald Oxley
20154,A Short History of England· Ireland and Scotland,Mary Platt Parmele
20155,Village Life in America 1852-1872,Caroline Cowles Richards
20156,The Elements of Botany,Asa Gray
20157,Derby Day in the Yukon,Yukon Bill
20158,The Key to Yesterday,Charles Neville Buck
20159,The Landlord at Lion's Head· Volume 2,William Dean Howells
20160,Fossil Ice Crystals,Johan August Udden
20161,Making Money,Owen Johnson
20162,The Adventures of Elizabeth in Ruegen,Elizabeth von Arnim
20163,The Call of the Town,John Alexander Hammerton
20164,The Church of England cleared from the charge of Schism,Thomas William Allies
20165,History of Phosphorus,Eduard Farber
20166,Campward Ho!,Unknown
20167,The Harwich Naval Forces,E. F. Knight
20168,Criticism And Fiction,William Dean Howells
20169,Impertinent Poems,Edmund Vance Cooke
20170,McClure's Magazine· Vol. 1· No. 2· July· 1893,Various
20171,Hawk Eye,David Cory
20172,A Yankee from the West,Opie Read
20173,Mice & Other Poems,Gerald Bullett
20174,Little Robins Learning to Fly,Madeline Leslie
20175,William Bradford of Plymouth,Albert Hale Plumb
20176,Tom Brown at Rugby,Thomas Hughes
20177,The Patriot,Antonio Fogazzaro
20178,Majesty,Louis Couperus
20179,My Literary Passions,William Dean Howells
20180,The Haunted Pajamas,Francis Perry Elliott
20181,A Star for a Night,Elsie Janis
20182,Readings from Latin Verse,Curtis C. Bushnell
20183,Rockhaven,Charles Munn
20184,Barbarossa and Other Tales,Paul Heyse
20185,Short Stories and Essays,William Dean Howells
20186,Delayed Action,Charles Vincent De Vet
20187,Poems of Emile Verhaeren,Emile Verhaeren
20188,The Seven-Branched Candlestick,Gilbert W. (Gilbert Wolf) Gabriel
20189,Pictures of German Life in the XVth XVIth and XVIIth Centuries·  Vol. I.,Gustav Freytag
20190,Pictures of German Life in the XVth XVIth and XVIIth Centuries· Vol. II.,Gustav Freytag
20191,Sinister Street· vol. 1,Compton Mackenzie
20192,Sinister Street· vol. 2,Compton Mackenzie
20193,The Blood of the Arena,Vicente Blasco Ibanez
20194,Old Indian Legends,Zitkala-Sa
20195,Staccato Notes of a Vanished Summer,William Dean Howells
20196,The Mysteries of Paris· Volume 1 of 6,Eugene Sue
20197,The Mysteries of Paris· Volume 2 of 6,Eugene Sue
20198,The Mysteries of Paris· Volume 3 of 6,Eugene Sue
20199,The Mysteries of Paris· Volume 4 of 6,Eugene Sue
20200,The Mysteries of Paris· Volume 5 of 6,Eugene Sue
20201,The Mysteries of Paris· Volume 6 of 6,Eugene Sue
20202,The Camp Fire Girls Across the Seas,Margaret Vandercook
20203,The Standard Household-Effect Company,William Dean Howells
20204,On the magnet;,William Gilbert of Colchester
20205,The Pearl of Love,Madeline Leslie
20206,The Aboriginal Population of the North Coast of California,Sherburne Friend Cook
20207,Rodman the Keeper,Constance Fenimore Woolson
20208,The Mystery of Evelin Delorme,Albert Bigelow Paine
20209,The Wisdom of Confucius,Epiphanius Wilson
20210,The Hollow Tree and Deep Woods Book,Albert Bigelow Paine
20211,Pictures of German Life in the XVIIIth and XIXth Centuries· Vol. I.,Gustav Freytag
20212,Pictures of German Life in the XVIIIth and XIXth Centuries· Vol. II.,Gustav Freytag
20213,American Literary Centers,William Dean Howells
20214,An Architect's Note-book in Spain,Matthew Digby Wyatt
20215,The Gay Adventure,Richard Bird
20216,Mr. Punch's After-Dinner Stories,
20217,An Atheist Manifesto,Joseph Lewis
20218,Lippincott's Horn-Ashbaugh Speller,Ernest Horn
20219,Abbreviations and Signs,Frederick W. Hamilton
20220,The Nightrider's Feud,Walter C. McConnell
20221,Spanish Prisoners of War,William Dean Howells
20222,Fur Farming,A. R. Harding
20223,A Concise Biographical Sketch of William Penn,Charles Evans
20224,Glories of Spain,Charles W. Wood
20225,Air Service Boys Over The Rhine,Charles Amory Beach
20226,Journal of Voyages,Jacob Dunham
20227,The New Conspiracy,R. C.  Dallas
20228,Architecture,Thomas Roger Smith
20229,Problem on Balak,Roger D. Aycock
20230,Some Anomalies of the Short Story,William Dean Howells
20231,History of Ambulance Company Number 139,Various
20232,By Earthlight,Bryce Walton
20233,The Natives,Katherine MacLean
20234,The Cocoanut,William S. Lyon
20235,The Lightning Conductor,C. N. Williamson
20236,The Tent Dwellers,Albert Bigelow Paine
20237,The History of Cuba· vol. 1,Willis Fletcher Johnson
20238,The History of Cuba· vol. 4,Willis Fletcher Johnson
20239,Last Days in a Dutch Hotel,William Dean Howells
20240,The Slizzers,Jerome Bixby
20241,British Butterflies,W. S. Coleman
20242,Jessica Trent: Her Life on a Ranch,Evelyn Raymond
20243,Ask a Foolish Question,Robert Sheckley
20244,Provocations,Sibyl Bristowe
20245,The Lost Manuscript,Gustav Freytag
20246,The Adventurous Simplicissimus being the description of the Life of a Strange vagabond named Melchior Sternfels von Fuchshaim,Hans Jacob Christoph von Grimmelshausen
20247,The Old Riddle and the Newest Answer,John Gerard
20248,The Editor's Relations With The Young Contributor,William Dean Howells
20249,The Autobiography of Thomas Platter· a schoolmaster of the sixteenth century.,Thomas Platter
20250,The Mechanism of Life,Stephane Leduc
20251,King of Camargue,Jean Aicard
20252,The Casque's Lark,Eugene Sue
20253,The Confessions of a Summer Colonist,William Dean Howells
20254,Chess Fundamentals,Jose Raul Capablanca
20255,Old Friends Are the Best,Jack Sharkey
20256,Nine Men in Time,Noel Miller Loomis
20257,Dolly's College Experiences,Mabel Cronise Jones
20258,Wild Bees· Wasps and Ants,Edward Saunders
20259,The Wave,Algernon Blackwood
20260,The Voice of the Pack,Edison Marshall
20261,At the Ghost Hour,Paul Heyse
20262,The Romance of the Canoness,Paul Heyse
20263,The Man of Letters as a Man of Business,William Dean Howells
20264,The Land of Lost Toys,Juliana Horatia Ewing
20265,Friend Mac Donald,Max O'Rell
20266,Alec Lloyd· Cowpuncher,Eleanor Gates
20267,The Wish,Hermann Sudermann
20268,Fairy and Folk Tales of the Irish Peasantry,William Butler Yeats
20269,Aesop Dress'd,Bernard Mandeville
20270,The Salvaging Of Civilisation,H. G. (Herbert George) Wells
20271,Literature and Life,William Dean Howells
20272,On the Kentucky Frontier,James Otis
20273,Bartholomew Sastrow,Bartholomew Sastrow
20274,Regina or the Sins of the Fathers,Hermann Sudermann
20275,Dante. An essay.,R. W. Church
20276,The Red Mustang,William O. Stoddard
20277,The Haunted Sentry Box of Porto Rico,Lewis Miller
20278,Optical Projection,Lewis Wright
20279,Old Indian Days,[AKA Ohiyesa]· Charles A. Eastman
20280,My Mark Twain,William Dean Howells
20281,Principles of Orchestration,Nikolay Rimsky-Korsakov
20282,The Little Minister,J. M. Barrie
20283,1914 and Other Poems,Rupert Brooke
20284,Into the Primitive,Robert Ames Bennet
20285,A briefe discription of New England and the severall townes therein,Samuel Maverick
20286,Sages and Heroes of the American Revolution,L. Carroll Judson
20287,The Sword of Deborah,F. Tennyson Jesse
20288,One-Act Plays,Various
20289,The School by the Sea,Angela Brazil
20290,A Belated Guest,William Dean Howells
20291,The Jolliest Term on Record,Angela Brazil
20292,Beggars on Horseback,F. Tennyson Jesse
20293,The Engineering Contributions of Wendel Bollman,Robert M. Vogel
20294,The Wonderful Visit,Herbert George Wells
20295,Myology and Serology of the Avian Family Fringillidae,William B. Stallcup
20296,Mammals taken Along the Alaska Highway,Rollin H. Baker
20297,The Dead Lake and Other Tales,Paul Heyse
20298,The Science of Being Well,Wallace Delois Wattles
20299,Mr. Punch with The Children,Various
20300,Suzy,Watson Parker
20301,Cambridge Neighbors,William Dean Howells
20302,The Menace of Prohibition,Lulu Wightman
20303,Cacao Culture in the Philippines,William S. Lyon
20304,True Detective Stories,Cleveland Moffett
20305,Special Method in Primary Reading and Oral Work with Stories,Charles Alexander McMurry
20306,Marion Darche,F. Marion Crawford
20307,The Geological Story of the Isle of Wight,J. Cecil Hughes
20308,Dick Hamilton's Cadet Days,Howard R. Garis
20309,Not Quite Eighteen,Susan Coolidge
20310,The Works of Guy de Maupassant· Vol. 6,Guy de Maupassant
20311,Dixmude,Charles Le Goffic
20312,Studies of Lowell,William Dean Howells
20313,The Home Life of Poe,Susan Archer Weiss
20314,Popular Tales,Charles Perrault
20315,Company B· 307th Infantry,Julius Klausner
20316,The Life-Work of Flaubert,Dmitry Sergeyevich  Merezhkovsky
20317,She Knew He Was Coming,Kris Neville
20318,Clever Hans,Oskar Pfungst
20319,Blackwood's Edinburgh Magazine· Volume 58· No. 362· December 1845,Various
20320,Sturdy and Strong,G. A. Henty
20321,The White Mr. Longfellow,William Dean Howells
20322,A Voice on the Wind,Madison Julius Cawein
20323,The Methods of Glass Blowing and of Working Silica in the Oxy-Gas Flame,W. A. Shenstone
20324,Beatrice Boville and Other Stories,Ouida
20325,Woman,Magdeleine Marx
20326,How to Observe,Harriet Martineau
20327,The Unknown Sea,Clemence Housman
20328,A Stiptick for a Bleeding Nation,Unknown
20329,The Nerve of Foley,Frank H. Spearman
20330,The Hollow Tree Snowed-In,Albert Bigelow Paine
20331,Oliver Wendell Holmes,William Dean Howells
20332,Brother Francis,Eileen Douglas
20333,The Ladies' Knitting and Netting Book,Miss Watts
20334,What You Can Do With Your Will Power,Russell H. Conwell
20335,The Boke of Noblesse,Unknown
20336,Remodeled Farmhouses,Mary H. Northend
20337,A Hand-book of Etiquette for Ladies,Anonymous
20338,The Cabinet Minister,Arthur Pinero
20339,A Sister's Love,W. Heimburg
20340,The Reclaimers,Margaret Hill McCarter
20341,Literary Boston,William Dean Howells
20342,What a Young Husband Ought to Know,Sylvanus Stall
20343,The history of Company C· Seventh Regiment· O.V.I,Theodore Wilder
20344,The Valiants of Virginia,Hallie Erminie Rives
20345,The Man Who Rose Again,Joseph Hocking
20346,The International Monthly· Volume 3· No. 4· July· 1851,Various
20347,Occurrence of the Garter Snake· Thamnophis sirtalis· in the Great Plains and Rocky Mountains,Henry S. Fitch
20348,Descriptions of New Hylid Frogs From Mexico and Central America,William E. Duellman
20349,The Academy Boys in Camp,S. F. Spear
