
15110,Otherwise Phyllis,Meredith Nicholson
15111,Birds in the Bush,Bradford Torrey
15112,Ramona,Helen Hunt Jackson
15113,History of Woman Suffrage· Volume I,Gage· Matilda Joslyn & Stanton· Elizabeth Cady & Anthony· Susan B. (Susan Brownell)
15114,Pictures and Stories from Uncle Tom's Cabin,Unknown
15115,El Diablo,Brayton Norton
15116,Pictorial Photography in America 1921,Pictorial Photographers of America
15117,Pictorial Photography in America 1922,Pictorial Photographers of America
15118,The Story of John G. Paton,James Paton
15119,Great Pianists on Piano Playing,James Francis Cooke
15120,Dwellers in Arcady,Albert Bigelow Paine
15121,Scottish Football Reminiscences and Sketches,David Drummond Bone
15122, The Rise of David Levinsky, Abraham Cahan
15123,Reluctant Genius,Henry Slesar
15124,Resurrection,Robert Joseph Shea
15125,Sprays of Shamrock,Clinton Scollard
15126,The Wild Huntress,Mayne Reid
15127,Scenes in the Hawaiian Islands and California,Mary Evarts Anderson
15128,Public School Education,Michael Mueller
15129,In Doublet and Hose,Lucy Foster Madison
15130,Watch and Wait,Oliver Optic
15131,History of Woman Suffrage· Volume II,Gage· Matilda Joslyn & Stanton· Elizabeth Cady & Anthony· Susan B. (Susan Brownell)
15132,Rose in Bloom,Louisa May Alcott
15133,Robin Tremayne,Emily Sarah Holt
15134,Selections from the Poems and Plays of Robert Browning,Robert Browning
15135,Ships in Harbour,David Morton
15136,Walls of Acid,Henry Hasse
15137,Critical and Historical Essays· Volume III (of 3),Thomas Babington Macaulay
15138,Strange Alliance,Bryce Walton
15139,Shepherd of the Planets,Alan Mattox
15140,With Lee in Virginia,G. A. Henty
15141,Women As Sex Vendors,R. B. Tobias
15142,Caesar Rodney's Ride,Henry Fisk Carlton
15143,John Brown: A Retrospect,Alfred Roe
15144,Celebration in Baltimore of the Triumph of Liberty in France,William Wirt
15145,The Brothers Karamazov,Fyodor Dostoyevsky
15146,Music and Some Highly Musical People,James M. Trotter
15147,Highways and Byways in Surrey,Eric Parker
15148,A Text-Book of Precious Stones for Jewelers and the Gem-Loving Public,Frank Bertram Wade
15149,A Lost Hero,Elizabeth Stuart Phelps Ward and Herbert D. Ward
15150,The Phantom 'Rickshaw and Other Ghost Stories,Rudyard Kipling
15151,The Fight for the Argonne,William Benjamin West
15152,The Man Who Saw the Future,Edmond Hamilton
15153,The Next Logical Step,Benjamin William Bova
15154,The Relations of the Federal Government to Slavery,Joseph Ketchum Edgerton
15155,The Pecan and its Culture,H. Harold Hume
15156,The Christian Foundation· February· 1880,Various & Walker· Aaron
15157,The Spirit of American Government,J. Allen Smith
15158,Alice in Blunderland,John Kendrick Bangs
15159,To Have and To Hold,Mary Johnston
15160,A Man of Two Countries,Alice Harriman
15161,The Red Triangle,Arthur Morrison
15162,A History of Art in Chaldaea & Assyria· v. 1,Georges Perrot
15163,A Yacht Voyage to Norway· Denmark· and Sweden,W. A. Ross
15164,The Buccaneer,Mrs. S. C. Hall
15165,The Christian Foundation· March· 1880,Various & Walker· Aaron
15166,Original Short Stories· Complete· Volumes 1-13,Guy de Maupassant
15167,Friends in Feathers and Fur· and Other Neighbors,James Johonnot
15168,The Honest American Voter's Little Catechism for 1880,Blythe  Harding
15169,Treatises on Friendship and Old Age,Marcus Tullius Cicero
15170,Malcolm Sage· Detective,Herbert George Jenkins
15171,Tuskegee & Its People: Their Ideals and Achievements,Various
15172,The Beth Book,Sarah Grand
15173,Tatterdemalion,John Galsworthy
15174,Main-Travelled Roads,Hamlin Garland
15175,Hints on Driving,C. S. Ward
15176,The Double Four,E. Phillips Oppenheim
15177,Punch or the London Charivari· Vol. 147· October 7· 1914,Various
15178,The Confessions of Arsene Lupin,Maurice Leblanc
15179,Mediaeval Tales,Various
15180,The Lilac Fairy Book,Andrew Lang
15181,English: Composition and Literature,W. F. (William Franklin) Webster
15182,Holiday Tales,W. H. H. Murray
15183,Wigwam Evenings,Charles Alexander Eastman and Elaine Goodale Eastman
15184,Father Damien,Robert Louis Stevenson
15185,Plunkitt of Tammany Hall,George Washington Plunkitt
15186,The Van Dwellers,Albert Bigelow Paine
15187,The Transfiguration of Miss Philura,Florence Morse Kingsley
15188,The Doctrines of Predestination· Reprobation· and Election,Robert Wallace
15189,The Pulpit Of The Reformation· Nos. 1· 2 and 3.,John Welch· Bishop Latimer and John Knox
15190,A Learned Dissertation on Dumpling (1726),Anonymous
15191,The Complete Golfer [1905],Harry Vardon
15192,The Pennyles Pilgrimage,John Taylor
15193,How to make rugs,Candace Wheeler
15194,Jimsy,Leona Dalrymple
15195,Moment of Truth,Basil Eugene Wells
15196,Alonzo and Melissa,Daniel Jackson· Jr.
15197,The Great Sioux Trail,Joseph  Altsheler
15198,The Red Watch,J. A. Currie
15199,India· Its Life and Thought,John P. Jones
15200,The Great Gray Plague,Raymond F. Jones
15201,My Father· the Cat,Henry Slesar
15202,Letters of Cicero,Marcus Tullius Cicero
15203,The Scarlet Feather,Houghton Townley
15204,Dear Santa Claus,Various
15205,The Christian Foundation· April· 1880,Various & Walker· Aaron
15206,The Nursery· January 1877· Volume XXI· No. 1,Various
15207,The Nursery· February 1877· Vol. XXI. No. 2,Various
15208,The Nursery· March 1877· Vol. XXI. No. 3,Various
15209,The Nursery· April 1877· Vol. XXI. No. 4,Various
15210,The Nursery· May 1877· Vol. XXI. No. 5,Various
15211,The Nursery· June 1877· Vol. XXI. No. 6,Various
15212,The Nursery· July 1877· XXII. No. 1,Various
15213,The Nursery· August 1877· Vol. XXII· No. 2,Various
15214,The Nursery· September 1877· Vol. XXII· No. 3,Various
15215,The Nursery· October 1877· Vol. XXII. No. 4,Various
15216,The Nursery· November 1877· Vol. XXII. No. 5,Various
15217,The Nursery· December 1877· Vol. XXII. No. 6,Various
15218,The Nursery· February 1878· Vol. XXIII· No. 2,Various
15219,The Nursery· March 1878· Vol. XXIII. No. 3,Various
15220,The Nursery· April 1878· Vol. XXIII. No. 4,Various
15221,Attack,Edward G. D. Liveing
15222,On the Future of our Educational Institutions,Friedrich Nietzsche
15223,Letters on the Cholera Morbus.,James Gillkrest
15224,Cotton is King and The Pro-Slavery Arguments,Various
15225,Her Ladyship's Elephant,David Dwight Wells
15226,Democracy An American Novel,Henry Adams
15227,Sword and Pen,John Algernon Owens
15228,Minor Detail,John Michael Sharkey
15229,A Student's History of England· v. 1 (of 3),Samuel Rawson Gardiner
15230,History of the War in South Africa 1899-1902 v. 1 (of 4),Frederick Maurice
15231,The City of the Sun,Tommaso Campanella
15232,The 'Pioneer': Light Passenger Locomotive of 1851,John H. White
15233,The Master Mummer,E. Phillips Oppenheim
15234,The Invader,Margaret L. Woods
15235,The Higher Powers of Mind and Spirit,Ralph Waldo Trine
15236,The Big Bow Mystery,I. Zangwill
15237,The Adventures of a Squirrel· Supposed to be Related by Himself,Anonymous
15238,Installation and Operation Instructions For Custom Mark III CP Series Oil Fired Unit,Anonymous
15239,A Modern Mercenary,Kate Prichard and Hesketh Vernon Hesketh-Prichard
15240,Memoirs To Illustrate The History Of My Time,Francois Pierre Guillaume Guizot
15241,Chamber Music,James Joyce
15242,Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves,Work Projects Administration
15243,They Shall Not Pass,Frank H. Simonds
15244,A Solemn Caution Against the Ten Horns of Calvinism,Thomas Taylor
15245,Three Young Pioneers,John Theodore Mueller
15246,The Private Library,Arthur L. Humphreys
15247,Insects and Diseases,Rennie W. Doane
15248,Sound Military Decision,U.s. Naval War College
15249,The Inglises,Margaret Murray Robertson
15250,Beautiful Joe,Marshall Saunders
15251,Hanover; Or The Persecution of the Lowly,David Bryant Fulton
15252,Shadow and Light,Mifflin Wistar Gibbs
15253,The Rubaiyat of Omar Cayenne,Gelett Burgess
15254,Harper's Young People· November 4· 1879,Various
15255,Harper's Young People· November 11· 1879,Various
15256,The Wanderings and Homes of Manuscripts,M. R. James
15257,My Friends the Savages,Giovanni Battista Cerruti
15258,Barrack-Room Ballads,Rudyard Kipling
15259,A Chapter of Adventures,G. A. Henty
15260,Opening Ceremonies of the New York and Brooklyn Bridge· May 24· 1883,William C. Kingsley
15261,Mr. Turtle's Flying Adventure,Albert Bigelow Paine
15262,Mr. Rabbit's Wedding,Albert Bigelow Paine
15263,Notes and Queries· Number 231· April 1· 1854,Various
15264,Harper's Young People· November 18· 1879,Various
15265,The Trial of Reuben Crandall· M.D. Charged with Publishing and Circulating Seditious and Incendiary Papers· &c. in the District of Columbia· with the Intent of Exciting Servile Insurrection.,Unknown
15266,A Budget of Christmas Tales by Charles Dickens and Others,Various
15267,Louis Philippe,John S. C. (John Stevens Cabot) Abbott
15268,Moods,Louisa May Alcott
15269,How Mr. Rabbit Lost his Tail,Albert Bigelow Paine
15270,Washington Crossing the Delaware,Henry Fisk Carlton
15271,The Gospel Day,Charles Ebert Orr
15272,Famous Women: George Sand,Bertha Thomas
15273,The Story of the Gadsby,Rudyard Kipling
15274,Harper's Young People· November 25· 1879,Various
15275,Notes and Queries· Number 236· May 6· 1854,Various
15276,Empire,Clifford Donald Simak
15277,Respiration Calorimeters for Studying the Respiratory Exchange and Energy Transformations of Man,Francis Gano Benedict
15278,Three Unpublished Poems,Louisa M. Alcott
15279,Advice to Young Musicians. Musikalische Haus- und Lebens-Regeln,Robert Schumann
15280,Dorothy's Triumph,Evelyn Raymond
15281,Due West,Maturin Murray Ballou
15282,Quaker Hill,Warren H. Wilson
15283,The Book-Collector,William Carew Hazlitt
15284,The War in the Air; Vol. 1,Walter Raleigh
15285,The Battle with the Slum,Jacob A. Riis
15286,Anderson Crow· Detective,George Barr McCutcheon
15287,The Fitz-Boodle Papers,William Makepeace Thackeray
15288,Possession,Laurence Housman
15289,'Lizbeth of the Dale,Marian Keith
15290,In Orchard Glen,Marian Keith
15291,A Romantic Young Lady,Robert Grant
15292,A Vanished Hand,Sarah Doudney
15293,The story of Kentucky,Rice S. Eubank
15294,Sintram and His Companions,Friedrich de la Motte Fouque
15295,Pan Tadeusz,Adam Mickiewicz
15296,A Padre in France,George A. Birmingham
15297,An Appeal in Favor of that Class of Americans Called Africans,Lydia Maria Child
15298,The Gay Rebellion,Robert W. Chambers
15299,Prisoners of Poverty Abroad,Helen Campbell
15300,Harper's Young People· December 2· 1879,Various
15301,A Popular History of Astronomy During the Nineteenth Century,Agnes M. (Agnes Mary) Clerke
15302,The Testimony of the Rocks,Hugh Miller
15303,Undine,Friedrich de la Motte Fouque
15304,Harper's Young People· December 9· 1879,Various
15305,A Preliminary Study of the Emotion of Love between the Sexes,Sanford Bell
15306,Violin Making,Walter H. Mayson
15307,McGill and its Story· 1821-1921,Cyrus Macmillan
15308,Shelters· Shacks and Shanties,D.C. Beard
15309,Thoughts on a Revelation,Samuel John Jerram
15310,The Story of the Great War· Volume I (of 8),Various
15311,The Two Captains,Friedrich de La Motte-Fouque
15312,Captain Sword and Captain Pen,Leigh Hunt
15313,Harper's Young People· December 16· 1879,Various
15314,Avataras,Annie Besant
15315,Soap-Bubble Stories,Fanny Barry
15316,Cleek· the Master Detective,Thomas W. Hanshew
15317,Harper's Young People· December 23· 1879,Various
15318,The Duke's Motto,Justin Huntly McCarthy
15319,Venus in Boston;,George Thompson
15320,The Countess of Albany,Violet Paget (AKA Vernon Lee)
15321,Art in Needlework,Lewis F. Day
15322,Aslauga's Knight,Fredrich de la Motte-Fouque
15323,Hypolympia,Edmund Gosse
15324,Seven Miles to Arden,Ruth Sawyer
15325,Biographia Scoticana (Scots Worthies),John Howie
15326,The Cruise of the Betsey,Hugh Miller
15327,The Beauties of Nature,Sir John Lubbock
15328,Harper's Young People· December 30· 1879,Various
15329,The End of the Rainbow,Marian Keith
15330,My First Battle,Adam Mickiewicz
15331,Liberalism,L. T. Hobhouse
15332,Under the Deodars,Rudyard Kipling
15333,Egyptian Literature,Wilson· Epiphanius
15334,Mary Queen of Scots· Makers of History,Jacob Abbott
15335,The Evolution of Modern Capitalism,John Atkinson Hobson
15336,The Atlantic Monthly· Volume 20· No. 121· November· 1867,Various
15337,Lady of the Lake,Sir Walter Scott
15338,Vanished towers and chimes of Flanders,George Wharton Edwards
15339,The Essays of  George Eliot ,George Eliot
15340,Our Home in the Silver West,Gordon Stables
15341,Ralph on the Engine,Allen Chapman
15342,The Tale of Jolly Robin,Arthur Scott Bailey
15343,Pilgrimage from the Alps to the Tiber,James Aitken Wylie
15344,The Maids of Paradise,Robert W. (Robert William) Chambers
15345,The Christian Foundation· May· 1880,Walker· Aaron & Various
15346,Cavalry in Future Wars,Frederick von Bernhardi
15347,The Reef,Edith Wharton
15348,Reginald,Saki
15349,Harper's Young People· January 6· 1880,Various
15350,The Beloved Woman,Kathleen Norris
15351,The Arkansaw Bear,Albert Bigelow Paine
15352,The Smart Set,Clyde Fitch
15353,Harper's Young People· January 13· 1880,Various
15354,A Likely Story,William Dean Howells
15355,The Christmas Fairy,John Strange Winter
15356,A Christmas Accident and Other Stories,Annie Eliot Trumbull
15357,The Children's Book of Christmas Stories,Various
15358,Christopher Hibbault· Roadmaker,Marguerite Bryant
15359,A Bundle of Ballads,Various
15360,Notes and Queries· Number 82· May 24· 1851,Various
15361,Atheism in Pagan Antiquity,
15362,Harper's Young People· January 20· 1880,Various
15363,The Yellow Fairy Book,Leonora Blanche Alleyne Lang
15364,One Way Out,William Carleton
15365,Bournemouth· Poole & Christchurch,Sidney Heath
15366,Harper's Young People· January 27· 1880,Various
15367,Life in a Tank,Richard Haigh
15368,Myth· Ritual· and Religion· Vol. 1,Andrew Lang
15369,A Tramp's Wallet,William Duthie
15370,Pioneer Surgery in Kentucky,David W. Yandell
15371,Travels in North America· From Modern Writers,William Bingley
15372,Supplement To  Punch· Or The London Charivari. --October 14· 1914,Various
15373,Aladdin of London,Sir Max Pemberton
15374,Continuous Vaudeville,Will M. Cressy
15375,Americanism Contrasted with Foreignism· Romanism· and Bogus Democracy in the Light of Reason· History· and Scripture;,William Gannaway Brownlow
15376,The Land of Thor,J. Ross Browne
15377,The Portrait of a Lady,Henry James
15378,Reflections on the Operation of the Present System of Education· 1853,Christopher C. Andrews
15379,The Young Ranchers,Edward S. Ellis
15380,Messengers of Evil,Pierre Souvestre
15381,The New Hudson Shakespeare: Julius Caesar,William Shakespeare
15382,How Two Boys Made Their Own Electrical Apparatus,Thomas M. (Thomas Matthew) St. John
15383,Blackwood's Edinburgh Magazine· Vol 58· No. 357· July 1845,Various
15384,Hushed Up,William Le Queux
15385,On Calvinism,William Hull
15386,The Portrait of a Lady,Henry James
15387,Birdseye Views of Far Lands,James T. Nichols
15388,Blackwood's Edinburgh Magazine· Volume 56· Number 349· November· 1844,Various
15389,Harper's Young People· February 3· 1880,Various
15390,Somehow Good,William de Morgan
15391,Deathworld,Harry Harrison
15392,Harper's Young People· February 10· 1880,Various
15393,The Golden House,Mrs. Woods Baker
15394,The Canadian Dominion,Oscar D. Skelton
15395,Lives of the Presidents Told in Words of One Syllable,Jean S. Remy
15396,Dick and His Cat and Other Tales,Various
15397,The Children's Longfellow,Doris Hayman
15398,Harper's Young People· February 17· 1880,Various
15399,The Ranch at the Wolverine,B. M. Bower
15400,By Conduct and Courage,G. A. Henty
15401,Applied Psychology: Making Your Own World,Warren Hilton
15402,Abraham Lincoln and the Union,Nathaniel W. Stephenson
15403,Punch· or the London Charivari· Vol. 147· October 14· 1914,Various
15404,British Socialism,J. Ellis Barker
15405,Harper's Young People· February 24· 1880,Various
15406,Rural Problems of Today,Ernest R. Groves
15407,Nancy Stair,Elinor Macartney Lane
15408,Rambles Beyond Railways;,Wilkie Collins
15409,Hebrew Literature,Wilson· Epiphanius
15410,Poems of Henry Vaughan· Silurist· Volume II,Henry Vaughan
15411,The Wide· Wide World,Susan Warner
15412,Lessons of the war with Spain and other articles,Alfred T. Mahan
15413,Too Old for Dolls,Anthony Mario Ludovici
15414,If· Yes and Perhaps,Edward Everett Hale
15415,Life of Charles Darwin,G. T. (George Thomas) Bettany
15416,Ben· the Luggage Boy;,Horatio Alger
15417,Punch or the London Charivari· Vol. 147· October 21· 1914,Various
15418,The Love Story of Abner Stone,Edwin Carlile Litsey
15419,As I Remember,Marian Gouverneur
15420,The Hunter Cats of Connorloa,Helen Jackson
15421,Ulysses S. Grant,Walter  Allen
15422,Hurricane Island,H. B. Marriott Watson
15423,The Wreck on the Andamans,Joseph Darvall
15424,Goat-Feathers,Ellis Parker Butler
15425,Medicine in Virginia· 1607-1699,Thomas P. Hughes
15426,True To His Colors,Harry Castlemon
15427,Punch· or the London Charivari· Vol. 147· October 28· 1914,Various
15428,China· Japan and the U.S.A.,John Dewey
15429,William Penn,George Hodges
15430,Harper's Young People· March 2· 1880,Various
15431,Gems (?) of German Thought,Various
15432,Movement of the International Literary Exchanges· between France and North America from January 1845 to May· 1846,Various
15433,Four Plays of Gil Vicente,Gil Vicente
15434,House of Mirth,Edith Wharton
15435,An Obscure Apostle,Eliza Orzeszko
15436,Free and Impartial Thoughts· on the Sovereignty of God· The Doctrines of Election· Reprobation· and Original Sin: Humbly Addressed To all who Believe and Profess those DOCTRINES.,Richard Finch
15437,The Sexual Life of the Child,Albert Moll
15438,Harper's Young People· March 9· 1880,Various
15439,Notes and Queries· Number 223· February 4· 1854,Various
15440,Why I Believe in Scouting for Girls,Mary Roberts Rinehart
15441,The plant-lore & garden-craft of Shakespeare,Henry Nicholson Ellacombe
15442,Facts and Fictions in The Securities Industry,Sam Vaknin
15443,The Ivory Child,H. Rider Haggard
15444,Harper's Young People· March 16· 1880,Various
15445,The Student's Companion to Latin Authors,George Middleton
15446,History Plays for the Grammar Grades,Mary Ella Lyng
15447,Days of Heaven Upon Earth,Rev. A. B. Simpson
15448,Harper's Young People· March 23· 1880,Various
15449,The Black Buccaneer,Stephen W. Meader
15450,Twenty-Five Cent Dinners for Families of Six,Juliet Corson
15451,Black Heart and White Heart,H. Rider Haggard
15452,Lives of the Most Eminent Painters Sculptors and Architects,Giorgio Vasari
15453,Lives of the Most Eminent Painters Sculptors and Architects,Giorgio Vasari
15454,Lives of the most Eminent Painters Sculptors and Architects,Giorgio Vasari
15455,Harper's Young People· March 30· 1880,Various
15456,Tales From Scottish Ballads,Elizabeth W. Grierson
15457,The Cave Twins,Lucy Fitch Perkins
15458,The Italian Twins,Lucy Fitch Perkins
15459,Manual of Surgery Volume Second: Extremities--Head--Neck. Sixth Edition.,Alexander Miles
15460,Little Travels and Roadside Sketches,William Makepeace Thackeray
15461,The Irish Twins,Lucy Fitch Perkins
15462,Home Life in Germany,Mrs. Alfred Sidgwick
15463,Richard II,Jacob Abbott
15464,The Astronomy of Milton's 'Paradise Lost',Thomas Orchard
15465,The Cryptogram,James De Mille
15466,A Handbook of the English Language,Robert Gordon Latham
15467,It's a Small Solar System,Allan Howard
15468,The Helpful Robots,Robert J. Shea
15469,The Comings of Cousin Ann,Emma Speed Sampson
15470,The Fatal Boots,William Makepeace Thackeray
15471,The Dark Star,Robert W. Chambers
15472,A Modern Cinderella,Amanda M. Douglas
15473,Ned· Bob and Jerry on the Firing Line,Clarence Young
15474,The Readjustment,Will Irwin
15475,Turn About Eleanor,Ethel M. Kelley
15476,Madame Roland· Makers of History,John S. C. Abbott
15477,Uncle Terry,Charles Clark Munn
15478,The Campfire Girls of Roselawn,Margaret Penrose
15479,The Motor Boat Club and The Wireless,H. Irving Hancock
15480,Sir Nigel,Arthur Conan Doyle
15481,Stopover,William Gerken
15482,I Like Martian Music,Charles E. Fritch
15483,The American Housewife,Anonymous
15484,Flight Through Tomorrow,Stanton Arthur Coblentz
15485,Heart of the Blue Ridge,Waldron Baily
15486,Great Men and Famous Women. Vol. 5 of 8,Various
15487,Great Men and Famous Women. Vol. 6 of 8,Various
15488,Golden Stars in Tatting and Crochet,Eleonore Riego de la Branchardiere
15489,What a Young Woman Ought to Know,Mary Wood-Allen
15490,In Brief Authority,F. Anstey
15491,The Life of Flavius Josephus,Flavius Josephus
15492,Bolden's Pets,F. L. Wallace
15493,The Combined Maze,May Sinclair
15494,Rose O'Paradise,Grace Miller White
15495,Not Like Other Girls,Rosa N. Carey
15496,Epistle Sermons· Vol. II,Martin Luther
15497,The Limit,Ada Leverson
15498,A Catalogue of Play Equipment,Jean Lee Hunt
15499,Samantha at Coney Island,Marietta Holley
15500,The American Missionary -- Volume 54· No. 2· April· 1900,Various
15501,An Extract out of Josephus's Discourse to The Greeks Concerning Hades,Flavius Josephus
15502,Punch· or the London Charivari· Vol. 147· November 4· 1914,Various
15503,Man And His Ancestor,Charles Morris
15504,Patrician and Plebeian,Thomas J. Wertenbaker
15505,Notes and Queries· Number 192· July 2· 1853,Various
15506,Notes and Queries· Number 193· July 9· 1853,Various
15507,Notes and Queries· Number 194· July 16· 1853,Various
15508,Notes and Queries· Number 195· July 23· 1853,Various
15509,Notes and Queries· Number 196· July 30· 1853,Various
15510,Hymns from the East,John Brownlie
15511,The Frontier,Maurice LeBlanc
15512,History of Company F· 1st Regiment· R.I. Volunteers· during the Spring and Summer of 1861,Charles H. Clarke
15513,Sawtooth Ranch,B. M. Bower
15514,Legends of Vancouver,E. Pauline Johnson
15515,The Philosophy of the Conditioned,H. L. Mansel
15516,The Weakling,Everett B. Cole
15517,Tartuffe,Jean-Baptiste Poquelin Moliere
15518,The Beloved Vagabond,William J. Locke
15519,Against Apion,Flavius Josephus
15520,Scouting For Girls· Official Handbook of the Girl Scouts,Girl Scouts
15521,Dishes & Beverages of the Old South,Martha McCulloch Williams
15522,The Light of the Star,Hamlin Garland
15523,Baby Nightcaps,Frances Elizabeth Barrow
15524,Scally,Ian Hay
15525,Introduction to the Science of Sociology,Robert E. Park
15526,Myths of the Norsemen,H. A. Guerber
15527,The Speaker· No. 5: Volume II· Issue 1,Various
15528,Mother Earth,W. Stitt Robinson· Jr.
15529,The Lost Continent,C. J. Cutcliffe Hyne
15530,The Wars of the Jews or History of the Destruction of Jerusalem,Flavius Josephus
15531,All About Coffee,William H. Ukers
15532,Construction Work for Rural and Elementary Schools,Virginia McGaw
15533,The Busted Ex-Texan and Other Stories,W. H. H. Murray
15534,The Wit of Women,Kate Sanborn
15535,The Rival Campers Ashore,Ruel Perley Smith
15536,The Third Degree,Charles Klein and Arthur Hornblow
15537,Our Italy,Charles Dudley Warner
15538,The Mind of Jesus,John R. Macduff
15539,The Comical Creatures from Wurtemberg,Unknown
15540,The Brass Bound Box,Evelyn Raymond
15541,Sixes and Sevens,O. Henry
15542,The Tree That Saved Connecticut,Henry Fisk Carlton
15543,What's-His-Name,George Barr McCutcheon
15544,The Wonders of the Invisible World,Cotton Mather
15545,The Prairie Child,Arthur Stringer
15546,The Saracen: Land of the Infidel,Robert Shea
15547,The Saracen: The Holy War,Robert Shea
15548,Hepsey Burke,Frank Noyes Westcott
15549,Mex,William Logan
15550,The Hound of the Baskervilles,A. Conan Doyle
15551,Forbidden Fruit,Anonymous
15552,The Power of Mesmerism,Anonymous
15553,Laura Middleton; Her Brother and her Lover,Anonymous
15554,Nobody,Susan Warner
15555,The Story of Nathan Hale,Henry Fisk Carlton
15556,A California Girl,Edward Eldridge
15557,An Impartial Narrative of the Most Important Engagements Which Took Place Between His Majesty's Forces and the Rebels· During the Irish Rebellion· 1798.,John Jones
15558,Quo Vadis,Henryk Sienkiewicz
15559,Kings in Exile,Sir Charles George Douglas Roberts
15560,The Banner Boy Scouts Snowbound,George A. Warren
15561,Blackwood's Edinburgh Magazine· Volume 59· No. 363· January· 1846,Various
15562,The King's Post,R. C. Tombs
15563,Out of This World Convention,Forrest James Ackerman
15564,The Astronomy of the Bible,E. Walter Maunder
15565,Soldier Stories,Rudyard Kipling
15566,A Bookful of Girls,Anna Fuller
15567,Sir Francis Drake Revived,Philip Nichols
15568,Bibliomania; or Book-Madness,Thomas Frognall Dibdin
15569,The American Missionary -- Volume 54· No. 3· July· 1900,Various
15570,Rex Ex Machina,Frederic Max
15571,Say and Seal· Volume I,Susan Warner
15572,Say and Seal· Volume II,Susan Warner
15573,A History of England Principally in the Seventeenth Century· Volume I (of 6),Leopold von Ranke
15574,The Words of Jesus,John R. Macduff
15575,Gipsy Life,George Smith
15576,A Treatise on Foreign Teas,Hugh Smith
15577,Elissa,H. Rider Haggard
15578,Song in a Minor Key,Catherine Lucille Moore
15579,The Trail of the Goldseekers,Hamlin Garland
15580,Twinkle and Chubbins,L. Frank (Lyman Frank) Baum
15581,How it Works,Archibald Williams
15582,Beyond Lies the Wub,Philip Kindred Dick
15583,The Virginia Company Of London· 1606-1624,Wesley Frank Craven
15584,History of Woman Suffrage· Volume III (of III),Various
15585,The Panjandrum Picture Book,Randolph Caldecott
15586,The Ancient History of the Egyptians· Carthaginians· Assyrians·,Charles Rollin
15587,Moon of Israel,H. Rider Haggard
15588,Richard III,Jacob Abbott
15589,Wild Life on the Rockies,Enos A. Mills
15590,Hints on Horsemanship· to a Nephew and Niece,George Greenwood
15591,A Bunch of Cherries,L. T. Meade
15592,Good Luck,L. T. Meade
15593,Hollyhock,L. T. Meade
15594,Godfrey Marten· Undergraduate,Charles Turley
15595,Makers of Many Things,Eva March Tappan
15596,The Yellow God,H. Rider Haggard
15597,Astronomy of To-day,Cecil G. Dolmage
15598,My Days and Nights on the Battle-Field,Charles Carleton Coffin
15599,Letters on an Elk Hunt,Elinore Pruitt Stewart
15600,Le Morvan· [A District of France·] Its Wild Sports· Vineyards and Forests; with Legends· Antiquities· Rural and Local Sketches,Henri de Crignelle
15601,Connie Morgan in the Fur Country,James B. Hendryx
15602,A Terminal Market System,Mrs. Elmer Black
15603,Cutting It out,Samuel G. Blythe
15604,The Negrito and Allied Types in the Philippines and The Ilongot or Ibilao of Luzon,David P. Barrows
15605,The Homesteaders,Robert J. C. Stead
15606,Cressy,Bret Harte
15607,An Ohio Woman in the Philippines,Emily Bronson Conger
15608,The Calm Man,Frank Belknap Long
15609,With Hoops of Steel,Florence Finch Kelly
15610,Prince and Rover of Cloverfield Farm,Helen Fuller Orton
15611,The Roman History of Ammianus Marcellinus,Ammianus Marcellinus
15612,Frances Kane's Fortune,L. T. Meade
15613,A Little Dinner at Timmins's,William Makepeace Thackeray
15614,The Dust Flower,Basil King
15615,Poems with Power to Strengthen the Soul,Various
15616,When Dreams Come True,Ritter Brown
15617,The Peanut Plant,B. W. Jones
15618,The Man Who Drove the Car,Max Pemberton
15619,Punch or the London Charivari· Vol. 147· November 11· 1914,Various
15620,A Man to His Mate,J. Allan Dunn
15621,Religion in Japan,George A. Cobbold· B.A.
15622,Australian Writers,Desmond Byrne
15623,Laddie,Gene Stratton Porter
15624,Framley Parsonage,Anthony Trollope
15625,Ave Roma Immortalis· Vol. 2,Francis Marion Crawford
15626,The Christian Foundation· June· 1880,Walker· Aaron & Various
15627,The Road and the Roadside,Burton Willis Potter
15628,Inside John Barth,William W. Stuart
15629,The Cornish Riviera,Sidney Heath
15630,The Sleuth of St. James's Square,Melville Davisson Post
15631,A New Illustrated Edition of J. S. Rarey's Art of Taming Horses,J. S. Rarey
15632,Pioneers of Science,Oliver Lodge
15633,Ave Roma Immortalis· Vol. 1,Francis Marion Crawford
15634,The Flaw in the Crystal,May Sinclair
15635,Penshurst Castle,Emma Marshall
15636,Astounding Stories of Super-Science February 1930,Various
15637,From Farm House to the White House,William M. Thayer
15638,The Cuckoo Clock,Mrs. Molesworth
15639,The Twins of Table Mountain and Other Stories,Bret Harte
15640,The Metamorphoses of Publius Ovidus Naso in English blank verse Vols. I & II,Ovid
15641,Battling the Clouds,Captain Frank Cobb
15642,Incentives to the Study of the Ancient Period of American History,Henry R. Schoolcraft
15643,Devil Crystals of Arret,Hal K. Wells
15644,Phoebe· Junior,Mrs [Margaret] Oliphant
15645,The Atlantic Monthly· Volume 20· No. 122· December· 1867,Various
15646,Amabel Channice,Anne Douglas Sedgwick
